,country_code,company,name,postcode,city,street,state,block,commissioned_original,commissioned,retrofit,shutdown,status,fuel,technology,type,eeg,chp,capacity,capacity_uba,chp_capacity_uba,merge_comment,efficiency_data,efficiency_estimate,efficiency_source,network_node,voltage,network_operator,name_uba,lat,lon,comment
BNA0137,DE,Braunschweiger Versorgungs-AG & Co. KG,HKW-Nord,38112,Braunschweig,,Niedersachsen,GT,1965,1965.0,,,operating,gas,GT,,no,yes,25.0,,,,,0.2889999999999997,,UW Nord Zelle 21 ,110,Braunschweiger Netz GmbH,,52.278611,10.514722,
BNA0138,DE,Braunschweiger Versorgungs-AG & Co. KG,HKW-Mitte,38106,Braunschweig,,Niedersachsen,Block 1 ,1984,1984.0,,,operating,coal,CC,CHP,no,yes,43.3,57.77538237436269,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,,UW Hasenwinkel,110,Braunschweiger Netz GmbH,Braunschweig-Mitte,52.278611,10.514722,
BNA0139,DE,swb Entsorgung GmbH & Co. KG,KW Hafen,28237,Bremen,Otavistr. 7-9,Bremen,MKK,2009,2009.0,,,operating,waste,ST,,no,no,33.0,,,,,0.33,,über Block 5 und 6 (KW Hafen; swb Erzeugung),110,Wesernetz Bremen GmbH,,53.12481999999999,8.72887,
BNA0140,DE,swb Erzeugung GmbH & Co. KG,KW Hastedt,28207,Bremen,Hastedter Osterdeich 255,Bremen,Block 14,1972,1972.0,,,shutdown_temporary,gas,ST,,no,yes,155.0,,,,,0.35420000000000007,,DE0072032820700000000000000232556,110,Wesernetz Bremen GmbH,,53.060080000000006,8.873280000000001,
BNA0141,DE,swb Erzeugung GmbH & Co. KG,KW Mittelsbüren,28237,Bremen,Auf den Delben 35,Bremen,GT 3,1974,1974.0,,,operating,oil,GT,,no,no,88.0,,,,,0.31239999999999934,,DE0072032823700000000000000731877,110,Wesernetz Bremen GmbH,,53.12891,8.68524,
BNA0142,DE,Arcelor Mittal Bremen GmbH,KW Mittelsbüren,28237,Bremen,Auf den Delben 35,Bremen,Block 4,1975,1975.0,2002.0,,operating,other_non_renewable,ST,,no,no,160.0,160.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,,DE0072032823700000000000000731878,110,Wesernetz Bremen GmbH,Bremen-Mittelsbüren 4,53.12891,8.68524,
BNA0143,DE,swb Erzeugung GmbH & Co. KG,KW Mittelsbüren,28237,Bremen,Auf den Delben 35,Bremen,Block 3,1974,1974.0,,2013.0,shutdown,other_non_renewable,ST,,no,no,110.0,,,,,,,Bahnstromanschluß,110,DB Energie GmbH,,53.12891,8.68524,
BNA0144,DE,swb Erzeugung GmbH & Co. KG,KW Hastedt,28207,Bremen,Hastedter Osterdeich 255,Bremen,Block 15,1989,1989.0,,,operating,coal,ST,CHP,no,yes,119.0,130.0,155.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.39749999999999996,,DE0072032820700000000000000232557,110,Wesernetz Bremen GmbH,Bremen-Hastedt 15,53.060080000000006,8.873280000000001,
BNA0145,DE,swb Erzeugung GmbH & Co. KG,KW Hafen,28237,Bremen,Otavistr. 7-9,Bremen,Block 5,1968,1968.0,,,shutdown_temporary,coal,ST,,no,yes,127.0,,,,,0.34499999999999975,,DE0072032825900000000000000232559,110,Wesernetz Bremen GmbH,,53.12481999999999,8.72887,
BNA0146,DE,swb Erzeugung GmbH & Co. KG,KW Hafen,28237,Bremen,Otavistr. 7-9,Bremen,Block 6,1979,1979.0,,,operating,coal,ST,,no,yes,300.0,315.0,39.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.3724999999999996,,DE0072032823700000000000000232558,110,Wesernetz Bremen GmbH,"Bremen-Hafen 6, (Elfi)",53.124860999999996,8.728657,
BNA0147,DE,GDF SUEZ Energie Deutschland AG,Farge,28777,Bremen,Wilhelmshavener Str. 6,Bremen,Farge,1969,1969.0,2007.0,,operating,coal,ST,,no,no,350.0,397.0,26.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.4424999999999999,,Farge - FA1,220,TenneT TSO GmbH ,Bremen-Farge,53.20206653,8.516153926,
BNA0156a,DE,Egger Kraftwerk Brilon GmbH,Egger Kraftwerk Briilon,59929,Brilon ,Im Kissen 19,Nordrhein-Westfalen,Biomasse - KWK - Anlage,1990,1990.0,,,operating,biomass,ST,,yes,yes,18.0,,,,,0.38,,,10,Westnetz GmbH,,51.40667,8.60115,
BNA0156b,DE,Egger Kraftwerk Brilon GmbH,Egger Kraftwerk Briilon,59929,Brilon ,Im Kissen 19,Nordrhein-Westfalen,Gasturbinen - KWK - Anlage,1996,1996.0,,,operating,gas,GT,,no,yes,13.5,,,,,0.36959999999999926,,,10,Westnetz GmbH,,51.40845951,8.599935409,
BNA0157,DE,E.ON Kernkraft GmbH,Brokdorf,25576,Brokdorf,,Schleswig-Holstein,KBR,1986,1986.0,,,operating,uranium,ST,,no,no,1410.0,1480.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.33,,Brokdorf,380,TenneT TSO GmbH ,Brokdorf (KBR),53.851094999999994,9.345944,
BNA0161,DE,Vattenfall Europe Generation AG,Brunsbüttel,25541,Brunsbüttel,Otto Hahn Str. 76,Schleswig-Holstein,GT A,1973,1973.0,,,operating,oil,GT,,no,no,63.5,64.0,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.3097999999999992,,Brunsbüttel,380,50 Hertz Transmission GmbH,Brunsbüttel A bis D,53.89251924,9.201135635,
BNA0162,DE,Vattenfall Europe Generation AG,Brunsbüttel,25541,Brunsbüttel,Otto Hahn Str. 76,Schleswig-Holstein,GT B,1973,1973.0,,,operating,oil,GT,,no,no,63.5,64.0,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.3097999999999992,,Brunsbüttel,380,50 Hertz Transmission GmbH,Brunsbüttel A bis D,53.89251924,9.201135635,
BNA0163,DE,Vattenfall Europe Generation AG,Brunsbüttel,25541,Brunsbüttel,Otto Hahn Str. 76,Schleswig-Holstein,GT C,1973,1973.0,,,operating,oil,GT,,no,no,63.5,64.0,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.3097999999999992,,Brunsbüttel,380,50 Hertz Transmission GmbH,Brunsbüttel A bis D,53.89251924,9.201135635,
BNA0164,DE,Vattenfall Europe Generation AG,Brunsbüttel,25541,Brunsbüttel,Otto Hahn Str. 76,Schleswig-Holstein,GT D,1973,1973.0,,,operating,oil,GT,,no,no,63.5,64.0,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.3097999999999992,,Brunsbüttel,380,50 Hertz Transmission GmbH,Brunsbüttel A bis D,53.89251924,9.201135635,
BNA0169,DE,Biomasseheizkraftwerk Odenwald GmbH,,74722,Buchen,,Baden-Württemberg,,2003,2003.0,,,operating,biomass,ST,,yes,,28.4,,,,,0.38,,,MS,Netze BW GmbH,,49.515359000000004,9.325151,
BNA0172,DE,Wacker Chemie AG,Dampfkraftwerk BGH - O1,84489,Burghausen,Johannes-Hess Straße 24,Bayern,,2001,2001.0,,,operating,gas,CC,CHP,no,yes,178.0,145.0,380.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.5444999999999993,,UW Holzfeld,110,Bayernwerk AG,Burghausen,48.18345,12.853110000000001,
BNA0173,DE,Wacker Chemie AG,Alzwerke GmbH,84489,Burghausen,Johannes-Hess Straße 24,Bayern,Alzwerk,1922,1922.0,,,operating,run_of_river,ROR,,no,no,45.0,,,,,,,,10,Werksnetz,,48.1769,12.84045,
BNA0174,DE,InfraServ GmbH & Co. Gendorf KG,Industriepark Werk Gendorf,84508,Burgkirchen,,Bayern,,2002,2002.0,,,operating,gas,ST,,no,yes,49.0,,,,,0.3872,,UW Gendorf,30,InfraServ GmbH & Co. Gendorf KG,,48.176790000000004,12.73056,
BNA0176,DE,ACR Biokraftwerk Calbe Invest GmbH & Co. KG,,39240,Calbe,,Sachsen-Anhalt,,1996,1996.0,,,operating,biomass,ST,,yes,,10.2,,,,,0.38,,,MS,Avacon AG,,51.920120000000004,11.801810000000001,
BNA0177,DE,eins energie in sachsen GmbH & Co. KG,HKW Chemnitz  Nord II,09115,Chemnitz,,Sachsen,Block B,1988,1988.0,,,operating,lignite,ST,,no,yes,56.8,,,,,0.3711999999999991,,UW Chemnitz Glösa,110,inetz GmbH,,50.856981,12.923096000000001,
BNA0178,DE,eins energie in sachsen GmbH & Co. KG,HKW Chemnitz  Nord II,09114,Chemnitz,,Sachsen,Block A,1986,1986.0,,,operating,gas,ST,,no,yes,57.2,,,,,0.36960000000000015,,UW Chemnitz Mitte,110,inetz GmbH,,50.856981,12.923096000000001,
BNA0179,DE,eins energie in sachsen GmbH & Co. KG,HKW Chemnitz  Nord II,09116,Chemnitz,,Sachsen,Block C,1990,1990.0,2010.0,,operating,lignite,ST,CHP,no,yes,90.8,100.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.4239999999999995,,UW Chemnitz Mitte,110,inetz GmbH,Chemnitz Nord II C/30,50.856981,12.923096000000001,
BNA0183,DE,HKW Heizkraftwerksgesellschaft Cottbus mbH,HKW Cottbus,03052,Cottbus,,Brandenburg,1,1999,1999.0,,,operating,lignite,ST,,no,yes,74.0,,,,0.4,0.39759999999999884,https://books.google.de/books?id=3gjxbjLZUIcC&pg=PA44&lpg=PA44&dq=Grevenbroich-Frimmersdorf+wirkungsgrad&source=bl&ots=Ov4NMifXMN&sig=9UFMsjWijfvUpdU2_A-dtbyh_tw&hl=de&sa=X&ved=0ahUKEwiki-rIupLKAhXFfw8KHe3cDRwQ6AEIQzAH#v=onepage&q=Grevenbroich-Frimmersdorf%20wirkungsgrad&f=false,SWC / NA 1 und NA 2,110,Mitteldeutsche Netzgesellschaft Strom mbH,,51.76017,14.37004,
BNA0187,DE,E.ON Kraftwerke GmbH,Datteln,45711,Datteln,,Nordrhein-Westfalen,1,1964,1964.0,,2013.0,shutdown,coal,ST,,no,yes,95.0,,,,,0.33499999999999996,,Datteln,110,DB Energie GmbH,,51.62952,7.331174000000001,
BNA0188,DE,E.ON Kraftwerke GmbH,Datteln,45711,Datteln,,Nordrhein-Westfalen,2,1964,1964.0,,2013.0,shutdown,coal,ST,,no,yes,95.0,,,,,0.33499999999999996,,Datteln,110,DB Energie GmbH,,51.62952,7.331174000000001,
BNA0189,DE,E.ON Kraftwerke GmbH,Datteln,45711,Datteln,,Nordrhein-Westfalen,3,1969,1969.0,,2013.0,shutdown,coal,ST,,no,no,113.0,,,,,0.34750000000000014,,Datteln,110,DB Energie GmbH,,51.62952,7.331174000000001,
BNA0191,DE,Danpower Energie Service GmbH,,04509,Delitzsch,,Sachsen,,2004,2004.0,,,operating,biomass,ST,,yes,,20.0,,,,,0.38,,,MS,TWD Netz GmbH,,51.50703,12.30048,
BNA0192,DE,BKD Biokraftwerk Delitzsch GmbH,,04509,Delitzsch,,Sachsen,,2003,2003.0,,,operating,biomass,ST,,yes,,20.0,,,,,0.38,,,HS,Mitteldeutsche Netzgesellschaft Strom mbH,,51.515209999999996,12.32479,
BNA0194,DE,Kraftwerk Dessau GmbH,Kraftwerk Dessau,06842,Dessau-Roßlau,,Sachsen-Anhalt,,1996,1996.0,,,operating,lignite,ST,,no,yes,49.0,,,,,0.39039999999999964,,KWD,15,Dessauer Stromversorgung GmbH,,51.82685,12.230030000000001,
BNA0196,DE,Mitteldeutsche Braunkohlengesellschaft mbH,Deuben,06682,Teuchern,,Sachsen-Anhalt,,1936,1936.0,,,operating,lignite,ST,,no,yes,67.0,,,,,0.2463999999999995,,Schaltanlage Zwenkau,110,Mitteldeutsche Netzgesellschaft Strom mbH,,51.11187,12.07617,
BNA0199,DE,RWE Generation SE,Dormagen,41539,Dormagen,,Nordrhein-Westfalen,GuD,2000,2000.0,2000.0,,operating,gas,CC,IPP,no,yes,586.3,597.1,480.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.5399999999999991,,Bayerwerk / Dormagen,110,Westnetz GmbH,Dormagen,51.07908,6.828710000000001,
BNA0202,DE,RWE Generation SE,Dortmund,44143,Dortmund,,Nordrhein-Westfalen,KDO,2004,2004.0,,,operating,gas,ST,,no,yes,26.0,,,,,0.3894000000000002,,Dortmund,110,Westnetz GmbH,,51.519729999999996,7.47697,
BNA0203,DE,E.ON Kraftwerke GmbH,Knepper,44357,Dortmund,,Nordrhein-Westfalen,C,1971,1971.0,,2014.0,shutdown,coal,ST,,no,yes,345.0,,,,,0.35250000000000004,,Pöppinghausen,380,Amprion GmbH,,51.56846926,7.349182511,
BNA0207,DE,DREWAG Stadtwerke Dresden GmbH,HKW Dresden-Nossener Brücke,01169,Dresden ,Oederaner Str. 21 - 25,Sachsen,"HKW Dresden-Nossener Brücke 
(3 GT + 1 DT, Sammelschiene)",1995,1995.0,,,operating,gas,CC,CHP,no,yes,263.0,270.0,455.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.5174999999999983,,110 kV Trafo 111 - 114,110,DREWAG NETZ GmbH ,Dresden Nossener Brücke,51.042119,13.708597,
BNA0211,DE,Stadtwerke Duisburg AG,HKW I,47053,Duisburg,Zirkelstraße,Nordrhein-Westfalen,ZAWSF,1985,1985.0,,,operating,coal,ST,CHP,no,yes,95.0,102.0,139.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.3875000000000002,,UW HKW I,110,Netze Duisburg GmbH,Duisburg-Hochfeld HKW I,51.429324,6.751983999999999,
BNA0212,DE,Stadtwerke Duisburg AG,HKW II/B,47053,Duisburg,Zirkelstraße,Nordrhein-Westfalen,HKW II/B,1965,1965.0,,2012.0,shutdown,coal,ST,,no,yes,133.0,,,,,0.33750000000000036,,UW HKW II,110,Stadtwerke Duisburg Netzgesellschaft mbH,,51.429324,6.751983999999999,
BNA0213,DE,Stadtwerke Duisburg AG,HKW III/A,47249,Duisburg,Wanheimer Straße 439-454,Nordrhein-Westfalen,HKW III/A,2002,2002.0,,,operating,gas,ST,,no,yes,40.0,,,,,0.3872,,UW HKW III,110,Netze Duisburg GmbH,,51.390662,6.747783,
BNA0214,DE,Stadtwerke Duisburg AG,HKW III/B,47249,Duisburg,Wanheimer Straße 439-454,Nordrhein-Westfalen,HKW III/B,2005,2005.0,,,operating,gas,CC,,no,yes,234.0,245.0,167.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.5624999999999982,,UW HKW III,110,Netze Duisburg GmbH,Duisburg-Wanheim HKW III B,51.390662,6.747783,
BNA0215,DE,Steag GmbH,KW Walsum,47179,Duisburg,Dr. Wilhelm-Roelen-Str.129,Nordrhein-Westfalen,Walsum 7,1959,1959.0,,2014.0,shutdown,coal,ST,,no,no,129.0,,,,,0.3224999999999998,,220 kV Schaltanlage Walsum,220,Amprion GmbH,,51.528611,6.711944,
BNA0216a,DE,Steag GmbH,KW Walsum,47180,Duisburg,Dr. Wilhelm-Roelen-Str.129,Nordrhein-Westfalen,Walsum 9,1988,1988.0,,,operating,coal,ST,CHP,no,yes,370.0,410.0,295.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.3949999999999996,,220 kV Schaltanlage Walsum,220,Amprion GmbH,Duisburg-Walsum 9,51.526720000000005,6.71868,
BNA0216b,DE,Steag GmbH,KW Walsum,47180,Duisburg,Dr. Wilhelm-Roelen-Str.129,Nordrhein-Westfalen,Walsum 10,2013,2013.0,,,operating,coal,ST,CHP,no,yes,725.0,790.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.45,0.4574999999999996,http://www.energystate.de/detail.php?lang=de&kat=project&id=183,SA-Walsum,380,Amprion GmbH,Duisburg-Walsum 10,51.526720000000005,6.71868,
BNA0217,DE,ThyssenKrupp Steel Europe AG,Duisburg Ruhrort 2,47166,Duisburg - Ruhrort,,Nordrhein-Westfalen,Block 2,1955,1955.0,,,operating,other_non_renewable,ST,,no,yes,60.0,,,,,,,Anschluss im Werksnetz,110,ThyssenKrupp Steel Europe AG,,51.459672999999995,6.730574000000001,
BNA0218,DE,ThyssenKrupp Steel Europe AG,Duisburg Ruhrort 3,47166,Duisburg - Ruhrort,,Nordrhein-Westfalen,Block 3,1963,1963.0,,,operating,other_non_renewable,ST,IPP,no,yes,90.0,100.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,,Anschluss im Werksnetz,110,ThyssenKrupp Steel Europe AG,Duisburg-Ruhrort 3,51.459672999999995,6.730574000000001,
BNA0219,DE,ThyssenKrupp Steel Europe AG,Duisburg Ruhrort 4,47166,Duisburg - Ruhrort,,Nordrhein-Westfalen,Block 4,1968,1968.0,,,operating,other_non_renewable,ST,IPP,no,yes,165.0,180.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,,Anschluss im Werksnetz,110,ThyssenKrupp Steel Europe AG,Duisburg-Ruhrort 4,51.459672999999995,6.730574000000001,
BNA0220,DE,Stadtwerke Düsseldorf AG,GuD,40221,Düsseldorf,Auf der Lausward 75,Nordrhein-Westfalen,AGuD,2000,2000.0,,,operating,gas,CC,,no,yes,100.0,114.0,75.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.54,0.5399999999999991,https://www.swd-ag.de/ueber-uns/erzeugung/erzeugungslandschaften/heizkraftwerke/,U71,110,Netzgesellschaft Düsseldorf mbH,Lausward A (Anton),51.221379999999996,6.731310000000001,
BNA0221a,DE,Stadtwerke Düsseldorf AG,GT,40221,Düsseldorf,Auf der Lausward 75,Nordrhein-Westfalen,Block E GTE2,1974,1974.0,,,operating,gas,GT,,no,no,64.7,65.98021308980213,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.31239999999999934,,U71,110,Netzgesellschaft Düsseldorf mbH ,Lausward E (Emil) GT-1 u. 2,51.22116,6.73193,
BNA0221b,DE,Stadtwerke Düsseldorf AG,GT,40221,Düsseldorf,Auf der Lausward 75,Nordrhein-Westfalen,Block E GTE1,1974,1974.0,,,operating,gas,GT,,no,no,66.7,68.01978691019788,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.31239999999999934,,U71,110,Netzgesellschaft Düsseldorf mbH ,Lausward E (Emil) GT-1 u. 2,51.22116,6.73193,
BNA0221c,DE,Stadtwerke Düsseldorf AG,Gasblock,40221,Düsseldorf,Auf der Lausward 75,Nordrhein-Westfalen,Block E,1976,1976.0,,,operating,gas,ST,CHP,no,yes,293.0,324.0,140.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.35860000000000003,,U71,110,Netzgesellschaft Düsseldorf mbH ,Lausward E (Emil) DT-1,51.221379999999996,6.731310000000001,
BNA0222,DE,Stadtwerke Düsseldorf AG,GT,40233,Düsseldorf,Behrenstraße 85,Nordrhein-Westfalen,GTKW,1977,1977.0,,,operating,oil,GT,,no,no,86.2,,,,,0.3201999999999998,,U50,110,Netzgesellschaft Düsseldorf mbH ,,51.222794,6.813696,
BNA0223a,DE,Stadtwerke Düsseldorf AG,DT,40233,Düsseldorf,Behrenstraße 85,Nordrhein-Westfalen,Flingern T4,1955,1955.0,,,special_case,waste,ST,,no,no,48.9,,,,,0.33,,U50,25,Netzgesellschaft Düsseldorf mbH ,,51.22455,6.81543,
BNA0223b,DE,Stadtwerke Düsseldorf AG,DT,40233,Düsseldorf,Behrenstraße 85,Nordrhein-Westfalen,Flingern T1,2000,2000.0,,,operating,waste,ST,,no,yes,53.7,,,,,0.33,,U50,25,Netzgesellschaft Düsseldorf mbH ,,51.222794,6.813696,
BNA0224,DE,,,16225,Eberswalde,,Brandenburg,,2006,2006.0,,,operating,biomass,ST,,yes,,20.0,,,,,0.38,,,HS,E.DIS AG,,52.851544999999994,13.77806,
BNA0228,DE,E.ON Kraftwerke GmbH,Waldeck1/Bringhausen,34549,Edertal Hemfurth-Edersee,Kraftwerkstraße 10,Hessen,Waldeck1/Bringhausen,1931,1931.0,2009.0,,operating,pumped_storage,PSP,,no,no,143.0,147.3,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,,Schaltanlage vor Ort,110,Avacon AG,Waldeck I / Eder,51.167139,9.046832,
BNA0229,DE,E.ON Kraftwerke GmbH,Waldeck 2,34549,Edertal Hemfurth-Edersee,Kraftwerkstraße 10,Hessen,Waldeck 2,1974,1974.0,2009.0,,operating,pumped_storage,PSP,,no,no,480.0,480.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,,Schaltanlage vor Ort,380,TenneT TSO GmbH ,Waldeck II / Eder,51.167139,9.046832,
BNA0230,DE,E.ON Kraftwerke GmbH,Hemfurth,34549,Edertal Hemfurth-Edersee,Ederstraße,Hessen,Hemfurth,1915,1915.0,,,operating,reservoir,RES,,no,no,20.0,,,,,,,Schaltanlage vor Ort,110,Avacon AG,,51.167139,9.046832,
BNA0232a,DE,Sappi Ehingen GmbH,Werkskraftwerk Sappi Ehingen,89584,Ehingen,Kessel 5 - Turbine 5,Baden-Württemberg,,1990,1990.0,,,operating,biomass,ST,,yes,yes,13.2,,,,,0.38,,,20,Netze BW GmbH,,48.26698,9.72615,
BNA0232b,DE,Sappi Ehingen GmbH,Werkskraftwerk Sappi Ehingen,89584,Ehingen,Kessel 4 - Turbine 3,Baden-Württemberg,,1961,1961.0,,,operating,biomass,ST,,no,yes,8.0,,,,,0.38,,,6,Netze BW GmbH,,48.26693,9.72626,
BNA0232c,DE,Sappi Ehingen GmbH,Werkskraftwerk Sappi Ehingen,89584,Ehingen,Kessel 6 - Turbine 4,Baden-Württemberg,,1976,1976.0,,,operating,gas,ST,,no,yes,4.0,,,,,0.35860000000000003,,,6,Netze BW GmbH,,48.26693,9.72626,
BNA0233,DE,Stora Enso Sachsen GmbH,Kombikraftwerk,04838,Eilenburg,Am Schanzberg 1,Sachsen,,1993,1993.0,,,operating,gas,ST,,no,yes,46.6,,,,,0.37729999999999997,,UW Kospa,110,Mitteldeutsche Netzgesellschaft Strom mbH,,51.46561,12.592039999999999,
BNA0237,DE,EnBW Propower GmbH,EBS-Heizkraftwerk,15890,Eisenhüttenstadt,,Brandenburg,,2011,2011.0,,,operating,other_non_renewable,ST,,no,yes,23.5,,,,,,,Umspannwerk Eisenhüttenstadt ,110,E.DIS AG,,52.16883,14.640789999999999,
BNA0238a,DE,Arcelor Mittal Eisenhüttenstadt GmbH,IKW,15890,Eisenhüttenstadt,Werkstraße 1,Brandenburg,,1953,1953.0,2013.0,,operating,other_non_renewable,ST,CHP,no,yes,45.0,51.68316831683168,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,,UW Eisenhüttenstadt Pohlitz,110,E.DIS AG,Eisenhüttenstadt,52.1674,14.626970000000002,
BNA0238b,DE,Arcelor Mittal Eisenhüttenstadt GmbH,IKW,15890,Eisenhüttenstadt,Werkstraße 1,Brandenburg,Block 7,2013,2013.0,2013.0,,operating,other_non_renewable,ST,CHP,no,yes,56.0,64.31683168316832,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,,,30,E.DIS AG,Eisenhüttenstadt,52.1674,14.626970000000002,
BNA0239,DE,E.ON Kraftwerke GmbH,Huntorf,26931,Elsfleth,,Niedersachsen,,1978,1978.0,2006.0,,operating,gas,GT,,no,no,321.0,321.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.42,0.39559999999999906,https://www.vde.com/de/fg/ETG/Archiv/Arbeitsgebiete/Erzeugung/Seiten/Druckluftspeicher-Kraftwerke.aspx,Huntorf,220,TenneT TSO GmbH ,Huntorf CAES,53.18969,8.40869,
BNA0242,DE,Danpower GmbH,,04910,Elsterwerda,,Brandenburg,,2004,2004.0,,,operating,biomass,ST,,yes,,12.6,,,,,0.38,,,HS,Mitteldeutsche Netzgesellschaft Strom mbH,,51.466159999999995,13.50464,
BNA0243,DE,Palm Power GmbH & Co. KG,HKW Eltmann,97483,Eltmann,Industriestraße 23,Bayern,,2008,2008.0,,,operating,gas,ST,,no,yes,57.0,,,,,0.39380000000000015,,Palm Eltmann,110,Bayernwerk AG,,49.983999999999995,10.65137,
BNA0244,DE,Statkraft Markets GmbH,Emden Biomasse,26725,Emden,,Niedersachsen,,2005,2005.0,,,operating,biomass,ST,,yes,yes,20.0,,,,,0.38,,,110,TenneT TSO GmbH ,,53.342169999999996,7.206239999999999,
BNA0245a,DE,Statkraft Markets GmbH,Emden Gas,26725,Emden,Gasturbine,Niedersachsen,,1973,1973.0,,,operating,gas,ST,,no,no,50.0,,,,0.42,0.35530000000000017,http://www.energie-chronik.de/120212.htm,Emden,220,TenneT TSO GmbH ,,53.342169999999996,7.206239999999999,
BNA0245b,DE,Statkraft Markets GmbH,Emden Gas,26725,Emden,Dampfturbine,Niedersachsen,,1973,1973.0,,,shutdown_temporary,gas,ST,,no,no,380.0,,,,0.42,0.35530000000000017,http://www.energie-chronik.de/120212.htm,Emden,220,TenneT TSO GmbH ,,53.342169999999996,7.206239999999999,
BNA0250a,DE,PN Biomasseheizkraftwerk Emlichheim GmbH & Co. KG,Biomasse-HKW,49824,Emlichheim,Neuerostraße 8,Niedersachsen,,2006,2006.0,,,operating,biomass,ST,,yes,yes,20.0,,,,,0.38,,,MS,Westnetz GmbH,,52.619274,6.8693100000000005,
BNA0250b,DE,BEKW Bioenergiekraftwerk Emsland GmbH & Co. KG,,49824,Emlichheim,Emslandstr. 900 Z,Niedersachsen,,2014,2014.0,,,operating,biomass,ST,,yes,yes,10.6,,,,,0.38,,DE0073304982400000000000000149412,10,Westnetz GmbH,,52.619130000000006,6.872126,
