eic_p,eic_g,min_load,ramp_up,ramp_down,minimum_up_time,minimum_down_time,eff,best_source
11WD8MARK1H----7,11WD8MARK1H---DG,0.078,0.015,-0.015,60,57,,
11WD8MOAB5X----5,11WD8MOAB5O---5A,0.139,0.014,-0.013,86,105,0.310,Class_derived
11WD8MOAB5X----5,11WD8MOAB5O---68,0.139,0.014,-0.013,86,105,0.310,Class_derived
11WD8MOAB5X----5,11WD8MOAB5O---76,0.139,0.014,-0.013,86,105,0.310,Class_derived
11WD8MOAB5X----5,11WD8MOAB5C---AZ,0.485,0.009,-0.012,151,83,0.270,Class_derived
11WD8HOH22H----1,11WD8HOH22H---DA,0.121,0.015,-0.015,60,60,,
11WD8HOH22H----1,11WD8HOH22H---CC,0.121,0.015,-0.015,60,60,,
11WD8HOH22H----1,11WD8HOH22H---F6,0.121,0.015,-0.015,60,60,,
11WD8HOH22H----1,11WD8HOH22H---E8,0.121,0.015,-0.015,60,60,,
11WD8HOH22H----1,11WD8HOH22H---H2,0.121,0.015,-0.015,60,60,,
11WD8HOH22H----1,11WD8HOH22H---G4,0.121,0.015,-0.015,60,60,,
11WD8HOH22H----1,11WD8HOH22H---BE,0.121,0.015,-0.015,60,60,,
11WD8HOH22H----1,11WD8HOH22H---AG,0.121,0.015,-0.015,60,60,,
11WD8THYR5G----F,11WD8THYR5G---HG,0.139,0.014,-0.013,86,105,0.320,OEM_derived
11WD8THYR5G----F,11WD8THYR5G---GI,0.139,0.014,-0.013,86,105,0.320,OEM_derived
11WD8THYR5G----F,11WD8THYR5G---FK,0.139,0.014,-0.013,86,105,0.320,OEM_derived
11WD8THYR5G----F,11WD8THYR5G---AU,0.139,0.014,-0.013,86,105,0.320,OEM_derived
11WD8THYR5G----F,11WD8THYR5G---EM,0.139,0.014,-0.013,86,105,0.320,OEM_derived
11WD8THYR5G----F,11WD8THYR5G---DO,0.139,0.014,-0.013,86,105,0.320,OEM_derived
11WD8THYR5G----F,11WD8THYR5G---CQ,0.139,0.014,-0.013,86,105,0.320,OEM_derived
11WD8THYR5G----F,11WD8THYR5G---BS,0.139,0.014,-0.013,86,105,0.320,OEM_derived
11WD8BALT3W---PS,11WD8BALT3W----6,0.054,0.014,-0.013,15314,60,,
11WD8REUT5X----M,11WD8REUT5F---MA,0.485,0.009,-0.012,151,83,0.270,Class_derived
11WD8REUT5X----M,11WD8REUT5X---CX,0.485,0.009,-0.012,151,83,0.290,emissions_15_derived
11WD8AHRF5G----D,11WD8AHRF5G---AS,0.139,0.014,-0.013,86,105,0.320,OEM_derived
11WD8AHRF5G----D,11WD8AHRF5G---BQ,0.139,0.014,-0.013,86,105,0.320,OEM_derived
11WD8AHRF5G----D,11WD8AHRF5G---CO,0.139,0.014,-0.013,86,105,0.320,OEM_derived
11WD8AHRF5G----D,11WD8AHRF5G---DM,0.139,0.014,-0.013,86,105,0.320,OEM_derived
11WD8JAEN1L----Z,11WD8JAEN1L---E5,0.398,0.012,-0.013,84,60,0.330,emissions_15_derived
11WD8JAEN1L----Z,11WD8JAEN1L---D7,0.398,0.012,-0.013,84,60,0.330,emissions_15_derived
11WD8JAEN1L----Z,11WD8JAEN1L---C9,0.398,0.012,-0.013,84,60,0.330,emissions_15_derived
11WD8JAEN1L----Z,11WD8JAEN1L---F3,0.398,0.012,-0.013,84,60,0.330,emissions_15_derived
11WD8JAEN1L----Z,11WD8JAEN1L---BB,0.398,0.012,-0.013,84,60,0.330,emissions_15_derived
11WD8JAEN1L----Z,11WD8JAEN1L---AD,0.398,0.012,-0.013,84,60,0.330,emissions_15_derived
11WD8WILM5O----7,11WD8WILM5O--3-W,0.182,0.013,-0.014,60,85,0.350,Class_derived
11WD8WILM5O----7,11WD8WILM5O---21,0.182,0.013,-0.014,60,85,0.350,Class_derived
11WD8WILM5O----7,11WD8WILM5O---13,0.182,0.013,-0.014,60,85,0.350,Class_derived
11WD7GARE5XHEKWQ,11WD7HERD2G-H6-X,0.308,0.012,-0.014,152,76,0.540,OEM_derived
11WD7FRIM2B-KW-M,11WD7FRIM2B--Q-D,0.54,0.01,-0.014,363,198,0.300,emissions_15_derived
11WD7FRIM2B-KW-M,11WD7FRIM2B--P-G,0.54,0.01,-0.014,363,198,0.300,emissions_15_derived
11WD7LUDW5GSUEDE,11WD7LUDW5GSDG1Q,0.335,0.011,-0.013,77,71,0.480,OEM_derived
11WD7LUDW5GSUEDE,11WD7LUDW5GSDG2O,0.282,0.014,-0.014,60,105,0.370,OEM_derived
11WD7BRAU5G-KW-N,11WD7BRAU5G-GUDH,0.308,0.012,-0.014,152,76,0.380,Class_derived
11WD7NORF5G--KWG,11WD7NORF5GGUDFA,0.308,0.012,-0.014,152,76,0.380,Class_derived
11WD7NORF5G--KWG,11WD7NORF5GAGUDC,0.286,0.011,-0.012,69,89,0.490,OEM_derived
11WD7NORF5G--KWG,11WD7NORF5G-HTER,0.282,0.014,-0.014,60,105,0.350,Class_derived
11WD4GKM-2CD7--7,11W0-0000-0006-5,0.28,0.011,-0.013,211,69,0.350,Class_derived
11WD7KWKN1GBL203,11WD7KWKN-20-EEW,0.308,0.012,-0.014,152,76,0.540,OEM_derived
11WD7WEIS-B-KW-C,11WD7WEIS5B--E-Y,0.54,0.01,-0.014,363,198,0.300,emissions_15_derived
11WD7WEIS-B-KW-C,11WD7WEIS5GVGTHS,0.282,0.014,-0.014,60,105,0.330,emissions_15_derived
11WD7WEIS-B-KW-C,11WD7WEIS5GVGTGU,0.282,0.014,-0.014,60,105,,
11WD7WEIS-B-KW-C,11WD7WEIS1B--F-M,0.54,0.01,-0.014,363,198,0.300,emissions_15_derived
11WD7WEIS-B-KW-C,11WD7ZUKU5X-MVAS,0.562,0.009,-0.013,224,68,0.270,Class_derived
11WD7WEIS-B-KW-C,11WD7WEIS1B--G-J,0.398,0.012,-0.013,84,60,0.320,emissions_15_derived
11WD7WEIS-B-KW-C,11WD7WEIS1B--H-G,0.398,0.012,-0.013,84,60,0.320,emissions_15_derived
11WD7IBBE2S--KW6,11WD7IBBE2S--B-P,0.28,0.011,-0.013,211,69,0.360,emissions_15_derived
11WD7BEEC5XRUKWN,11WD7BEEC5XRUH2I,0.358,0.007,-0.008,12360,180,0.400,Class_derived
11WD7BEEC5XRUKWN,11WD7BEEC5XRUH3G,0.358,0.007,-0.008,12360,180,0.400,Class_derived
11WD7BEEC5XRUKWN,11WD7BEEC5XRUH4E,0.352,0.006,-0.008,72,75,0.400,Class_derived
11WD7GARE5XELKWD,11WD7ELVE2S-E4-9,0.479,0.009,-0.013,221,134,0.330,Class_derived
11WD7RHAU5G-3--3,11WD7RHAU5GKW3B5,0.335,0.011,-0.013,77,71,0.490,OEM_derived
11WD7LUDW2GA800M,11WD7LUDW2GGT12C,0.282,0.014,-0.014,60,105,0.350,Class_derived
11WD7LUDW2GA800M,11WD7LUDW2GGT11E,0.335,0.011,-0.013,77,71,0.380,Class_derived
11WD7KWHU----KW9,11WD7STUM1SBL10G,0.28,0.011,-0.013,211,69,0.400,Class_derived
11WD7BERG1S--KWB,11WD7BERG1S--A-X,0.28,0.011,-0.013,211,69,0.350,emissions_15_derived
11WD7BEEC5XHAKW5,11WD7BEEC5XHAM3K,0.358,0.007,-0.008,12360,180,0.400,Class_derived
11WD7BEEC5XHAKW5,11WD7BEEC5XHAM4I,0.358,0.007,-0.008,12360,180,0.400,Class_derived
11WD7BEEC5XHAKW5,11WD7BEEC5XHAM5G,0.352,0.006,-0.008,72,75,0.400,Class_derived
11WATKAUN2HRWEAB,11WD2KAR4000195O,0.211,0.014,-0.014,60,60,,
11WATKAUN2HRWEAB,11WD2KAR5000196E,0.211,0.014,-0.014,60,60,,
11WATKAUN2HRWEAB,11WD2KAR3000194Y,0.211,0.014,-0.014,60,60,,
11WATKAUN2HRWEAB,11WD2KAR1000192H,0.211,0.014,-0.014,60,60,,
11WATKAUN2HRWEAB,11WD2KAR20001937,0.211,0.014,-0.014,60,60,,
11WD4SWSW5HD7--F,11WD4SAEK2HD7--Y,0.078,0.015,-0.015,60,57,,
11WD4SWSW5HD7--F,11WD4WALD5H-SD71,0.121,0.015,-0.015,60,60,,
11WD4SWSW5HD7--F,11WD4HAEU5H-SD7J,0.121,0.015,-0.015,60,60,,
11WD4SWSW5HD7--F,11WD4WEHR1HD7--M,0.057,0.014,-0.013,60,60,,
11WD4SWSW5HD7--F,11WD4WITZ5H-SD76,0.121,0.015,-0.015,60,60,,
11WD7EMSL-G-KW-T,11WD7EMSL1G-GUD9,0.308,0.012,-0.014,152,76,0.530,OEM_derived
11WD7EMSL-G-KW-T,11WD7EMSL-G-BLCZ,0.308,0.012,-0.014,152,76,0.530,OEM_derived
11WD7EMSL-G-KW-T,11WD7EMSL-G-BLB0,0.308,0.012,-0.014,152,76,0.530,OEM_derived
11WD7BOLA--KWNIK,11WD7BOLA5GDTN2T,0.286,0.011,-0.012,69,89,0.540,OEM_derived
11WD7BOLA--KWNIK,11WD7OPLA1G--318,0.308,0.012,-0.014,152,76,0.530,OEM_derived
11WD7BOLA--KWNIK,11WD7BOLA5GGTN2E,0.335,0.011,-0.013,77,71,0.540,OEM_derived
11WD7BOLL5B-FREO,11WD7BOLL5BFRFBC,0.562,0.009,-0.013,224,68,0.270,Class_derived
11WD7FUEH5GMEKW7,11WD7FUEH5GMERKA,0.286,0.011,-0.012,69,89,0.490,OEM_derived
11WD7SCHO-S--KWW,11WD7SCHO2S--C-R,0.479,0.009,-0.013,221,134,0.250,emissions_15_derived
11WD7SCHO-S--KWW,11WD7SCHO1S--B-0,0.479,0.009,-0.013,221,134,0.250,emissions_15_derived
11WD7GARE5XHAKW5,11WD7GARE5G-H45C,0.335,0.011,-0.013,77,71,0.480,OEM_derived
11WD7LIES5B-KW-D,11WD7LIES5B-WRKC,0.54,0.01,-0.014,363,198,0.320,Class_derived
11WD7LUNE2S--KW8,11WD7LUNE5S--6-L,0.485,0.009,-0.012,151,83,0.270,Class_derived
11WD7LUNE2S--KW8,11WD7LUNE2S--7-2,0.479,0.009,-0.013,221,134,0.320,Class_derived
11WD7WEST1S-KW-K,11WD7WSFN1S--E-Z,0.28,0.011,-0.013,211,69,0.440,emissions_16_derived
11WD7WEST1S-KW-K,11WD7WEST5S--C-P,0.479,0.009,-0.013,221,134,0.360,emissions_15_derived
11WD7GKWE2S--KW8,11WD7GKWE2S--2-H,0.479,0.009,-0.013,221,134,0.330,emissions_15_derived
11WD7GKWE2S--KW8,11WD7GKWE2S--1-K,0.479,0.009,-0.013,221,134,0.330,emissions_15_derived
11WD7HUCK2G--KWR,11WD7HUCK2G--B-9,0.352,0.006,-0.008,72,75,0.400,Class_derived
11WD7HUCK2G--KWR,11WD7HUCK2G--A-C,0.352,0.006,-0.008,72,75,0.400,Class_derived
11WD7BISC5GKW23O,11WD7BISC5GKW3-T,0.308,0.012,-0.014,152,76,0.540,OEM_derived
11WD7BISC5GKW23O,11WD7BISC5GKW2-W,0.335,0.011,-0.013,77,71,0.480,OEM_derived
11WD7UCHT5XROSOK,11WD7UCHT5XROEMT,0.286,0.011,-0.012,69,89,0.530,OEM_derived
11WD72VIA2H-KW-0,11WD7VIAN2H-1-1O,0.121,0.015,-0.015,60,60,,
11WD72VIA2H-KW-0,11WD7VIAN2H-1-2M,0.121,0.015,-0.015,60,60,,
11WD72VIA2H-KW-0,11WD7VIAN2H-1-3K,0.121,0.015,-0.015,60,60,,
11WD72VIA2H-KW-0,11WD7VIAN2H-1-4I,0.121,0.015,-0.015,60,60,,
11WD72VIA2H-KW-0,11WD7VIAN2H-2-6A,0.121,0.015,-0.015,60,60,,
11WD72VIA2H-KW-0,11WD7VIAN2H-2-78,0.121,0.015,-0.015,60,60,,
11WD72VIA2H-KW-0,11WD7VIAN2H-2-86,0.121,0.015,-0.015,60,60,,
11WD72VIA2H-KW-0,11WD7VIAN2H-2-94,0.121,0.015,-0.015,60,60,,
11WD72VIA2H-KW-0,11WD72VIA2H--11P,0.078,0.015,-0.015,60,57,,
11WD72VIA2H-KW-0,11WD7VIAN2H-2-5C,0.121,0.015,-0.015,60,60,,
11WD72VIA2H-KW-0,11WD72VIA2H--10R,0.078,0.015,-0.015,60,57,,
11WD7ENSD5SKW3-E,11WD7ENSD5S--3-T,0.479,0.009,-0.013,221,134,0.330,emissions_15_derived
11WD7KWKN----KW1,11WD7KWKN-KW-EEN,0.308,0.012,-0.014,152,76,0.540,OEM_derived
11WD7NIED-B-KW-5,11WD7NIED1B--K-0,0.398,0.012,-0.013,84,60,0.380,emissions_15_derived
11WD7NIED-B-KW-5,11WD7NIED2B--F-8,0.54,0.01,-0.014,363,198,0.320,emissions_15_derived
11WD7NIED-B-KW-5,11WD7NIED1B--G-C,0.398,0.012,-0.013,84,60,0.340,emissions_15_derived
11WD7NIED-B-KW-5,11WD7NIED2B--E-B,0.54,0.01,-0.014,363,198,0.320,emissions_15_derived
11WD7NIED-B-KW-5,11WD7NIED1B--H-9,0.398,0.012,-0.013,84,60,0.340,emissions_15_derived
11WD7NIED-B-KW-5,11WD7NIED2B--D-E,0.54,0.01,-0.014,363,198,0.320,emissions_15_derived
11WD7NIED-B-KW-5,11WD7NIED2B--C-H,0.54,0.01,-0.014,363,198,0.320,emissions_15_derived
11WD7NEUR-B-KW-B,11WD7NEUR1B--F-L,0.398,0.012,-0.013,84,60,0.390,emissions_15_derived
11WD7NEUR-B-KW-B,11WD7NEUR1B--E-O,0.398,0.012,-0.013,84,60,0.350,emissions_15_derived
11WD7NEUR-B-KW-B,11WD7NEUR1B--D-R,0.398,0.012,-0.013,84,60,0.350,emissions_15_derived
11WD7NEUR-B-KW-B,11WD7NEUR1B--G-I,0.398,0.012,-0.013,84,60,0.390,emissions_15_derived
11WD7NEUR-B-KW-B,11WD7NEUR2B--A-T,0.54,0.01,-0.014,363,198,0.320,emissions_15_derived
11WD7NEUR-B-KW-B,11WD7NEUR1B--C-U,0.54,0.01,-0.014,363,198,0.320,emissions_15_derived
11WD7NEUR-B-KW-B,11WD7NEUR1B--B-X,0.54,0.01,-0.014,363,198,0.320,emissions_15_derived
11WD7ENSD2SKW1-4,11WD7ENSD2S--1-J,0.485,0.009,-0.012,151,83,0.280,emissions_15_derived
11WD7WEIH2S--KWV,11WD7WEIH2S--C-A,0.28,0.011,-0.013,211,69,0.340,emissions_15_derived
11WD7VOER1S--KWG,11WD7VOER1S--A-1,0.28,0.011,-0.013,211,69,0.380,emissions_15_derived
11WD7VOER1S--KWG,11WD7VOER1S--B-Z,0.28,0.011,-0.013,211,69,0.380,emissions_15_derived
11WD7VOLK5S--KWI,11WD7VOLK5S-MKV2,0.479,0.009,-0.013,221,134,0.300,emissions_15_derived
11WD7VOLK5S--KWI,11WD7VOLK5S-HKVM,0.479,0.009,-0.013,221,134,0.300,emissions_15_derived
11WD7WALS1S--KW0,11WD7WALS5S--9-Y,0.479,0.009,-0.013,221,134,0.300,emissions_15_derived
11WD7WALS1S--KW0,11WD7WALS1S--10A,0.28,0.011,-0.013,211,69,0.370,emissions_15_derived
11WD7STUM----KW9,11WD7KWHU1GBL20B,0.308,0.012,-0.014,152,76,0.540,OEM_derived
11WD7STUM----KW9,11WD7KWHU1GBL10E,0.308,0.012,-0.014,152,76,0.540,OEM_derived
11WD7HERN2S--KWU,11WD7HERN2S-3--W,0.479,0.009,-0.013,221,134,0.320,emissions_15_derived
11WD7HERN2S--KWU,11WD7HERN2S--4-X,0.28,0.011,-0.013,211,69,0.330,emissions_15_derived
11WD7KRBG1K-KW-V,11WD7KRBG1KD7-CC,0.498,0.009,-0.012,1694,342,,
11WD7KRBG1K-KW-V,11WD7KRBG1KD7-BE,0.498,0.009,-0.012,1694,342,,
11WD7KOEP2P--KWG,11WD7KOEP2P--5-G,0.078,0.015,-0.015,60,57,,
11WD7KKE-1K--KW5,11WD7KKE-1K-BLAZ,0.498,0.009,-0.012,1694,342,,
11WD7GERS-X-KW-C,11WD7GERS-G-BLIY,0.308,0.012,-0.014,152,76,0.500,Class_derived
11WD7GERS-X-KW-C,11WD7GERS-G-BLG1,0.308,0.012,-0.014,152,76,0.500,Class_derived
11WD7GERS-X-KW-C,11WD7GERS-G-BLF3,0.308,0.012,-0.014,152,76,0.500,Class_derived
11WD7GERS-X-KW-C,11WD7GERS1S-K2-7,0.308,0.012,-0.014,152,76,0.500,Class_derived
11WD7GERS-X-KW-C,11WD7GERS5S-K1-J,0.139,0.014,-0.013,86,105,0.340,Class_derived
11WD7GERS-X-KW-C,11WD7GERS5G-H1-T,0.139,0.014,-0.013,86,105,0.310,Class_derived
11WD7MITB1C----N,11WD7MITB1C---A1,0.28,0.011,-0.013,211,69,0.350,Class_derived
11W0-0000-0043-Z,11W0-0000-0044-W,0.28,0.011,-0.013,211,69,0.350,Class_derived
11WD2KUET000160J,11WD2KUM1000161L,0.121,0.015,-0.015,60,60,,
11WD2KUET000160J,11WD2KUM2000162B,0.121,0.015,-0.015,60,60,,
11WD2ERZH0002682,11WD2ERZH0002682,0.078,0.015,-0.015,60,57,,
11WD2OAMK000342L,11WD2OAM-0003416,0.054,0.014,-0.013,15314,60,,
11WD2GRKW000295T,11WD2GRAF000047F,0.498,0.009,-0.012,1694,342,,
11W0-0000-0029-P,,0.054,0.014,-0.013,15314,60,,
11WD2BHAF000272F,11WD2BRE50001178,0.485,0.009,-0.012,151,83,0.330,emissions_15_derived
11WD2BHAF000272F,11WD2BRE6000118Z,0.479,0.009,-0.013,221,134,0.390,emissions_15_derived
11WD2PLAT000267Z,11WD2PLDT000033X,,,,,,,
11WD2PLAT000267Z,11WD2PLGT0000328,,,,,,,
11WD2GKBB000334V,11WD2GKBK000335V,0.308,0.012,-0.014,152,76,0.500,Class_derived
11WD2INGO0001783,11WD2ING3000058X,0.196,0.009,-0.013,97,112,0.230,Class_derived
11WD2INGO0001783,11WD2ING4000059N,0.196,0.009,-0.013,97,112,0.230,Class_derived
11WD2ZOLL0002880,11WD2ZOL50001274,0.28,0.011,-0.013,211,69,0.410,emissions_15_derived
11WD2GEBE000177K,11WD2GE2D000056A,0.308,0.012,-0.014,152,76,0.500,Class_derived
11WD2GEBE000177K,11WD2GEB1000055R,0.268,0.008,-0.009,60,132,0.360,Class_derived
11WD2WBNK000318M,11WD2WBNB000042Z,0.485,0.009,-0.012,151,83,0.270,Class_derived
11WD2WBNK000318M,11WD2WBNA0000418,0.485,0.009,-0.012,151,83,0.270,Class_derived
11WD2BHAS000271O,11WD2BR15000116G,0.485,0.009,-0.012,151,83,0.340,emissions_15_derived
11WD2BHAS000271O,11WD2BR14000113U,0.479,0.009,-0.013,221,134,0.390,emissions_16_derived
11WD2LIND5G----6,11WD2LIG10000346,0.383,0.008,-0.008,474,112,0.350,OEM_derived
11WD2LIND5G----6,11WD2LIDT000036R,0.286,0.011,-0.012,69,89,0.380,Class_derived
11WD2LIND5G----6,11WD2LIG3000035P,0.139,0.014,-0.013,86,105,0.360,OEM_derived
11WD2LIND5G----6,11WD2LIND5G----6,0.335,0.011,-0.013,77,71,0.480,Class_derived
11WD2GHKW000296G,11WD2GROH000049H,0.498,0.009,-0.012,1694,342,,
11WD2KIKW000301W,11WD2KIEL000050P,0.479,0.009,-0.013,221,134,0.330,emissions_15_derived
11WD2SUE1000099L,11WD2S1G3000098K,0.139,0.014,-0.013,86,105,0.350,Class_derived
11WD2SUE1000099L,11WD2S1G2000097U,0.286,0.011,-0.012,69,89,0.380,Class_derived
11WD2W2--0002757,11WD2W2M20000748,0.078,0.015,-0.015,60,57,,
11WD2W2--0002757,11WD2W2M1000073I,0.078,0.015,-0.015,60,57,,
11WD2BUKW000310A,11WD2BURG000145R,0.139,0.014,-0.013,86,105,0.340,OEM_derived
11WD2SRKW000345J,,0.335,0.011,-0.013,77,71,0.480,Class_derived
11WD2HERR5GKW--1,11WD2HERR5G----G,0.383,0.008,-0.008,474,112,0.230,Class_derived
11WD2OGW20003378,,0.054,0.014,-0.013,15314,60,,
11WD2OBUT0002657,,0.054,0.014,-0.013,15314,60,,
11WD2STAU0001800,11WD2STA4000065N,0.179,0.007,-0.011,30,30,0.360,Class_derived
11WD2STAU0001800,11WD2STA5000066D,0.28,0.011,-0.013,211,69,0.360,Class_derived
11WD2HEKW000297X,11WD2HEY40000638,0.28,0.011,-0.013,211,69,0.390,emissions_15_derived
11WD2SUE2000103B,11WD2S260000100F,0.286,0.011,-0.012,69,89,0.380,Class_derived
11WD2SUE2000103B,11WD2S2610001015,0.139,0.014,-0.013,86,105,0.340,OEM_derived
11WD2SUE2000103B,11WD2S262000102W,0.139,0.014,-0.013,86,105,0.340,OEM_derived
11WD2OBR1000278R,,0.054,0.014,-0.013,15314,60,,
11WD2BMIT0002731,11WD2BRE4000115K,0.268,0.008,-0.009,60,132,0.360,Class_derived
11WD2ODTK000336Y,11WD2ODT3000343P,0.054,0.014,-0.013,15314,60,,
11WD2HANN5C----0,11WD2HANN5C---1X,0.485,0.009,-0.012,151,83,0.330,emissions_15_derived
11WD2HANN5C----0,11WD2HANN5C---2V,0.485,0.009,-0.012,151,83,0.330,emissions_15_derived
11WD2SILT000157E,11WD2SIM2000159W,0.124,0.014,-0.014,60,60,,
11WD2SILT000157E,11WD2SIM10001585,0.124,0.014,-0.014,60,60,,
11WD2ONSO000218S,11WD2ONO10002202,0.054,0.014,-0.014,11894,60,,
11WD2ONSO000218S,11WD2ONO2000219G,0.054,0.014,-0.014,11894,60,,
11WD2MEHR2CSWH-O,11WD2MEHR2CSWHCZ,0.28,0.011,-0.013,211,69,0.390,emissions_15_derived
11WD2WBWK000317H,11WD2WBW2000040U,0.485,0.009,-0.012,151,83,0.270,Class_derived
11WD2WBWK000317H,11WD2WBW1000039N,0.485,0.009,-0.012,151,83,0.270,Class_derived
11WD2ORG-000347Q,,0.054,0.014,-0.014,11894,60,,
11WD2BUSC0002637,11WD2BUSD0000386,0.54,0.01,-0.014,363,198,0.370,emissions_15_derived
11WD2BRKW000294C,11WD2BROK000123P,0.498,0.009,-0.012,1694,342,,
11WD2OTWB000266P,,0.054,0.014,-0.013,15314,60,,
11WD2NDR-000204Q,,0.286,0.011,-0.012,69,89,0.470,Class_derived
11WD2WILK000286V,11WD2WILH0001255,0.28,0.011,-0.013,211,69,0.400,Class_derived
11WD2HUKW000298J,11WD2HUNT0000644,0.282,0.014,-0.014,60,105,0.370,OEM_derived
11WD2FARK000287K,11WD2FARG0001262,0.479,0.009,-0.013,221,134,0.320,Class_derived
11WD2OWS0000352F,,0.054,0.014,-0.013,15314,60,,
11WD2NO2K000308Z,11WD2NOR20001055,0.479,0.009,-0.013,221,134,0.330,Class_derived
11WD2VELT000176H,11WD2VEL3000053J,0.479,0.009,-0.013,221,134,0.320,Class_derived
11WD2ISKW000299Q,11WD2ISAR000122A,0.498,0.009,-0.012,1694,342,,
11WD2FFW-000203E,,,,,,,,
11WD2OGW1000346F,,0.054,0.014,-0.013,15314,60,,
11WD2WI1K000303F,11WD2WIL10000688,0.28,0.011,-0.013,211,69,0.380,emissions_15_derived
11WD2IRSC000179N,11WD2IRG30000606,0.179,0.007,-0.011,30,30,0.360,Class_derived
11WD2IRSC000179N,11WD2IRG4000061X,0.308,0.012,-0.014,152,76,0.550,Class_derived
11WD2IRSC000179N,11WD2IRG5000062N,0.308,0.012,-0.014,152,76,0.540,OEM_derived
11WD2OBA1000349Z,,0.054,0.014,-0.013,15314,60,,
11WD2OGTI000264J,,0.054,0.014,-0.013,15314,60,,
11WD2OWVM000355S,,,,,,,,
11WD43VIWXHOILLM,11WD43KOP2HM1--L,0.078,0.015,-0.015,60,57,,
11WD43VIWXHOILLM,11WD43KOP2HM3--D,0.078,0.015,-0.015,60,57,,
11WD43VIWXHOILLM,11WD43ROW2H----I,0.078,0.015,-0.015,60,57,,
11WD43VIWXHOILLM,11WD43KOP2HM2--H,0.078,0.015,-0.015,60,57,,
11WD4HLBR1CS---A,11WD4HLBR1C7---4,0.28,0.011,-0.013,211,69,0.380,emissions_15_derived
11WD4SWSW5HD4--R,11WD4WITZ5H-SD4C,0.121,0.015,-0.015,60,60,,
11WD4SWSW5HD4--R,11WD4HAEU5H-SD4P,0.121,0.015,-0.015,60,60,,
11WD4SWSW5HD4--R,11WD4WALD5H-SD47,0.121,0.015,-0.015,60,60,,
11WD4KWRHF5-S--Z,11WD4KWRHF5M1-4I,0.2,0.015,-0.015,307,63,,
11WD4WALK5G----E,11WD4WALK5OGTD-F,0.182,0.013,-0.014,60,85,0.340,Class_derived
11WD4KWLFB5-S--M,11WD4KWLFB5M1107,0.2,0.015,-0.015,307,63,,
11WD4MUST5G----B,11WD4MUST5X-DT-M,,,,,,0.340,OEM_derived
11WD4GKM-2CD4--J,11W0-0000-0005-8,0.28,0.011,-0.013,211,69,0.350,Class_derived
11WD4WEHR1HS---G,11WD4WEHR1HD4--Y,0.057,0.014,-0.013,60,60,,
11WD4HLBR5CS---J,11WD4HLBR2C5---7,0.485,0.009,-0.012,151,83,0.290,emissions_15_derived
11WD4HLBR5CS---J,11WD4HLBR5C6---I,0.485,0.009,-0.012,151,83,0.290,emissions_15_derived
11WD4IFFE5G----Z,11WD4IFFE5H----T,0.2,0.015,-0.015,307,63,,
11WD4SAEK2HS---S,11WD4SAEK2HD4--9,0.078,0.015,-0.015,60,57,,
11WD4AL1KU1-S--E,11WD4AL1U1C1---T,0.28,0.011,-0.013,211,69,0.360,emissions_16_derived
11WD4AL1KU1-S--E,11WD4AL1U1C2---O,0.479,0.009,-0.013,221,134,0.350,OEM_derived
11WD4GKNK1S----S,11WD4GKNK1N-GESZ,0.498,0.009,-0.012,1694,342,,
11WD4KKP21N-S--O,11WD4KKP21N2---E,0.498,0.009,-0.012,1694,342,,
11WD4DAXLA-S---T,11WD4RDK71C7---G,0.28,0.011,-0.013,211,69,0.390,emissions_15_derived
11WD4DAXLA-S---T,11WD4RDK81C8---3,0.28,0.011,-0.013,211,69,0.440,emissions_15_derived
11WD4GKM-XCD0--3,11W0-0000-0004-B,0.479,0.009,-0.013,221,134,0.320,Class_derived
11WD4DAXLA-2S--6,11WD4RDK42G4---O,0.335,0.011,-0.013,77,71,0.530,OEM_derived
45W000000000019L,45W000000000044M,0.054,0.014,-0.013,15314,60,,
45W000000000016R,45W000000000038H,0.479,0.009,-0.013,221,134,0.360,emissions_15_derived
45W000000000017P,45W000000000040U,0.479,0.009,-0.013,221,134,0.370,emissions_15_derived
45W000000000014V,45W000000000035N,0.479,0.009,-0.013,221,134,0.340,Class_derived
45W000000000013X,45W000000000034P,0.479,0.009,-0.013,221,134,0.330,emissions_15_derived
45W000000000015T,45W000000000036L,0.479,0.009,-0.013,221,134,0.340,emissions_15_derived
45W000000000015T,45W000000000037J,0.479,0.009,-0.013,221,134,0.340,emissions_15_derived
45W000000000012Z,45W000000000033R,0.28,0.011,-0.013,211,69,0.330,emissions_16_derived
45W000000000012Z,45W000000000032T,0.485,0.009,-0.012,151,83,0.250,emissions_16_derived
45W0000000000110,45W000000000031V,0.268,0.008,-0.009,60,132,0.310,emissions_15_derived
45W0000000000102,45W000000000029I,0.479,0.009,-0.013,221,134,0.340,Class_derived
45W0000000000102,45W000000000030X,0.179,0.007,-0.011,30,30,0.230,Class_derived
45W000000000009O,45W000000000027M,0.196,0.009,-0.013,97,112,0.230,Class_derived
45W000000000009O,45W000000000026O,0.196,0.009,-0.013,97,112,0.230,Class_derived
45W000000000024S,45W000000000048E,0.054,0.014,-0.013,15314,60,,
45W000000000021Y,45W000000000045K,0.054,0.014,-0.013,15314,60,,
45W000000000023U,45W000000000047G,0.054,0.014,-0.013,15314,60,,
45W000000000022W,45W000000000046I,0.054,0.014,-0.013,15314,60,,
45W000000000112V,45W000000000099Y,0.286,0.011,-0.012,69,89,0.530,OEM_derived
